"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.458120167E0,1.347408840E0,5.840385008E-1,-3.497938889E-1,1.509624893E0
7.468148167E0,1.382200285E-1,-2.258013787E-1,1.977469862E-2,2.654846089E-1
7.478175167E0,-1.078887009E0,-9.179956082E-1,8.200719953E-2,1.418956763E0
7.488202167E0,-9.990342164E-1,-1.370240901E0,1.947280687E-1,1.706911982E0
7.498230167E0,1.423771704E-1,-1.934549252E0,2.102237749E-1,1.951139693E0
7.508257167E0,2.065341818E0,-2.393041564E0,-3.595259947E-1,3.181437363E0
7.518284167E0,2.274324047E-1,-3.251268542E0,3.706713724E-1,3.280224062E0
7.528312167E0,-4.248240080E-1,-4.018863239E0,-2.551789230E-1,4.049302835E0
7.538339167E0,-5.915880968E-1,-4.691601772E0,4.030029666E-1,4.745894547E0
7.548367167E0,-6.350579059E-1,-5.177887216E0,3.971674454E-1,5.231783304E0
7.558394167E0,6.267272316E-2,-5.682386152E0,2.496603209E-1,5.688213298E0
7.568421167E0,1.767519298E0,-5.918455204E0,-6.546718061E-2,6.177096602E0
7.578449167E0,2.744325982E-1,-6.572745187E0,6.484065145E-1,6.610349730E0
7.588476167E0,-1.980413204E-1,-6.989113719E0,7.104367018E-2,6.992279897E0
7.598503167E0,-3.898212595E-1,-7.415870415E0,2.500707954E-1,7.430318299E0
7.608531167E0,1.510868813E-1,-7.788308231E0,3.868968111E-1,7.799375712E0
7.618558167E0,1.876721057E-1,-8.120290332E0,2.640193284E-1,8.126748556E0
7.628586167E0,4.722289567E-1,-8.197790498E0,5.412866932E-1,8.229201694E0
7.638613167E0,6.988139720E-1,-8.357002578E0,3.322124809E-1,8.392746761E0
7.648640167E0,9.245977359E-2,-8.779465079E0,2.132122868E-1,8.782540370E0
7.658668167E0,-2.904686785E-1,-8.992653392E0,6.115708101E-1,9.018104343E0
7.668695167E0,7.562975105E-2,-9.015139444E0,4.734537292E-1,9.027880011E0
7.678722167E0,7.896835039E-1,-9.110906897E0,3.384847891E-1,9.151327579E0
7.688750167E0,4.240973087E-1,-9.331660922E0,1.023888391E-1,9.341854076E0
7.698777167E0,-3.435902855E-1,-9.366582248E0,7.177884060E-1,9.400326457E0
7.708804167E0,1.118949408E-1,-9.148691604E0,2.719931763E-1,9.153417877E0
7.718832167E0,6.760234988E-1,-8.882238080E0,3.787118787E-1,8.915973518E0
7.728859167E0,5.500283537E-1,-8.692566683E0,2.925958407E-1,8.714864259E0
7.738887167E0,-6.489158618E-2,-8.521422189E0,6.686185849E-1,8.547859256E0
7.748914167E0,-2.310660883E-3,-8.405011727E0,1.939036113E-1,8.407248425E0
7.758941167E0,-7.755705728E-3,-8.081483531E0,5.094427568E-1,8.097528520E0
7.768969167E0,3.519136508E-1,-7.606736982E0,3.114256293E-1,7.621238525E0
7.778996167E0,4.739120047E-1,-7.396431931E0,3.369399548E-2,7.411675464E0
7.789023167E0,1.860748131E-2,-6.980833477E0,6.401134086E-1,7.010144610E0
7.799051167E0,8.142948548E-2,-6.365832691E0,1.838949323E-2,6.366380037E0
7.809078167E0,1.286966866E-1,-6.157197019E0,-1.017719579E-1,6.159382721E0
7.819106167E0,4.577201875E-1,-5.559174793E0,5.309043771E-1,5.603194768E0
7.829133167E0,-4.088798935E-2,-5.247888327E0,2.140876150E-1,5.252412515E0
7.839160167E0,2.936056457E-2,-4.753137577E0,2.050238460E-1,4.757647911E0
7.849188167E0,-6.079589027E-2,-4.192746568E0,4.630211270E-1,4.218673783E0
7.859215167E0,-3.055344681E-1,-3.453683945E0,1.835335743E-1,3.472026595E0
7.869242167E0,1.997201839E-1,-2.943455615E0,-5.081119305E-1,2.993659440E0
7.879270167E0,7.836510777E-1,-2.119896340E0,4.019124609E-1,2.295561616E0
7.889297167E0,5.252151094E-1,-1.547328505E0,-1.474153233E-1,1.640672939E0
7.899325167E0,-2.686009142E-1,-1.084236627E0,2.427126592E-1,1.143076966E0
7.909352167E0,-5.821901594E-1,-4.259513877E-1,1.699434757E-1,7.411212798E-1
7.919379167E0,-5.503115782E-1,2.370400195E-1,-4.525856012E-1,7.509091359E-1
7.929407167E0,-3.064809679E-1,8.276360996E-1,-3.666058034E-1,9.556735385E-1
7.939434167E0,1.175372207E0,1.740718146E0,-3.083236814E-2,2.100607085E0
7.949461167E0,5.989131962E-1,2.292653642E0,-2.068610412E-1,2.378602369E0
7.959489167E0,-9.443230621E-1,2.703152301E0,4.245838702E-2,2.863665679E0
7.969516167E0,-8.294059056E-1,3.427705936E0,-4.182571828E-2,3.526872769E0
7.979544167E0,-8.426141810E-1,3.747664407E0,-5.683212948E-1,3.883036989E0
7.989571167E0,3.444819128E-1,4.344511343E0,-7.281537652E-2,4.358755404E0
7.999598167E0,1.265226955E0,5.120264660E0,-7.163195854E-1,5.322689469E0
8.009626167E0,1.658131305E-1,5.369669457E0,-3.628489673E-2,5.372351502E0
8.019653167E0,-8.998259702E-1,5.792576346E0,-2.649203843E-1,5.868032916E0
8.029680167E0,-5.390989209E-1,6.525015535E0,-3.393577784E-1,6.556036843E0
8.039708167E0,-5.679307008E-1,6.896190938E0,-6.080923015E-1,6.946205509E0
8.049735167E0,-2.061033699E-1,7.457879736E0,-3.141124249E-1,7.467336565E0
8.059763167E0,6.311193128E-2,7.647135980E0,-7.969070810E-1,7.688805675E0
8.069790167E0,-2.101107775E-1,7.876643288E0,-3.474345374E-1,7.887101291E0
8.079817167E0,-7.067488446E-2,8.314624883E0,-3.965833086E-1,8.324377466E0
8.089845167E0,-1.411072008E-1,8.508553637E0,-6.823794222E-1,8.537039177E0
8.099872167E0,-5.154805186E-1,8.660663105E0,-4.351234764E-1,8.686894614E0
8.109899167E0,-5.186255166E-1,8.827107607E0,-6.709083545E-1,8.867746002E0
8.119927167E0,-4.625718598E-2,9.005824245E0,-4.502917385E-1,9.017193173E0
8.129954167E0,1.474589764E-1,8.983546938E0,-4.318735939E-1,8.995130602E0
8.139981167E0,-2.292816049E-1,8.828898025E0,-4.375693667E-1,8.842707579E0
8.150009167E0,-4.642151284E-1,8.603238770E0,-4.472868544E-1,8.627356405E0
8.160036167E0,-7.310672866E-1,8.553707006E0,-5.114372420E-1,8.600112265E0
8.170060917E0,-4.903276606E-1,8.536465906E0,-7.299529535E-1,8.581637530E0
8.180087917E0,2.752252431E-1,8.552465057E0,-5.137656033E-1,8.572302059E0
8.190114917E0,1.485041753E-1,8.239694569E0,-4.929483461E-1,8.255762723E0
8.200142917E0,-5.788531534E-1,8.056564452E0,-4.399404126E-1,8.089304625E0
8.210169917E0,-7.743393867E-1,7.735204403E0,-4.562178916E-1,7.787241066E0
8.220196917E0,5.642669999E-2,7.438455285E0,-7.565992999E-1,7.477047780E0
8.230224917E0,6.706983664E-1,7.215279343E0,-4.069282025E-1,7.257801517E0
8.240251917E0,-3.806239182E-1,6.763551528E0,-2.320414907E-1,6.778225955E0
8.250279917E0,-8.202805216E-1,6.309011203E0,-5.106975693E-1,6.382577418E0
8.260306917E0,-6.389105632E-1,5.820958146E0,-2.109944379E-1,5.859716640E0
8.270333917E0,5.764216984E-1,5.402074726E0,-3.341835773E-1,5.443009460E0
8.280361917E0,1.352652568E-1,4.705175206E0,-3.148667157E-1,4.717638335E0
8.290388917E0,-2.570065982E-1,4.090724934E0,-2.241834176E-1,4.104916696E0
8.300415917E0,-3.165835678E-1,3.569375492E0,-2.634100485E-1,3.593055999E0
8.310443917E0,-1.797072478E-1,3.102859777E0,-2.633568388E-1,3.119197062E0
8.320470917E0,-5.460919350E-1,2.532554229E0,6.231787026E-2,2.591511305E0
8.330498917E0,-2.229507880E-1,1.978169188E0,-1.647511482E-1,1.997499270E0
8.340525917E0,6.922536884E-1,1.447258818E0,-1.315196675E-1,1.609680303E0
8.350552917E0,7.168551904E-1,8.376797158E-1,-5.466211081E-1,1.230602822E0
8.360580917E0,-4.249977434E-1,2.370570861E-3,2.564354897E-2,4.257772811E-1
8.370607917E0,-4.013321613E-1,-5.917020809E-1,-7.893214881E-2,7.193115739E-1
8.380634917E0,-5.226510688E-1,-1.078748723E0,2.862866950E-1,1.232405379E0
8.390662917E0,-1.369539236E-1,-1.657772176E0,1.651060742E-1,1.671593545E0
8.400689917E0,9.225519779E-1,-2.260733107E0,-2.690742463E-1,2.456505096E0
8.410717917E0,3.104851777E-1,-2.907635572E0,1.991842318E-1,2.930941832E0
8.420744917E0,-2.629227379E-1,-3.485207454E0,2.317485452E-2,3.495187611E0
8.430771917E0,-2.239872983E-1,-4.236289614E0,-2.855429292E-2,4.242303071E0
8.440799917E0,2.997587895E-2,-4.786056232E0,4.755546337E-1,4.809717769E0
8.450826917E0,2.698967485E-1,-5.214276193E0,2.683614707E-1,5.228148654E0
8.460853917E0,3.773501718E-1,-5.666668251E0,3.417832035E-1,5.689493649E0
8.470881917E0,2.843937503E-1,-6.146146367E0,6.971810639E-2,6.153117550E0
8.480908917E0,6.671675800E-2,-6.628199011E0,3.452710676E-1,6.637521026E0
8.490936917E0,2.170427064E-2,-6.863878639E0,3.015572834E-1,6.870534029E0
8.500963917E0,7.995878284E-2,-7.190371374E0,1.992087901E-1,7.193574775E0
8.510990917E0,6.533836645E-1,-7.555305458E0,1.968079233E-1,7.586058538E0
8.521018917E0,3.852682519E-1,-7.918701725E0,4.085753632E-1,7.938589450E0
8.531045917E0,-2.208729616E-1,-8.257321000E0,6.066451156E-1,8.282520948E0
8.541072917E0,1.114155422E-1,-8.373421560E0,2.170123923E-1,8.376974181E0
8.551100917E0,7.515926032E-2,-8.591511009E0,3.588102955E-1,8.599328763E0
8.561127917E0,2.713394759E-1,-8.713404406E0,3.549213123E-1,8.724850176E0
8.571155917E0,3.138923868E-1,-8.815695012E0,4.654026979E-1,8.833550059E0
8.581182917E0,4.202502794E-1,-8.910734485E0,3.402623427E-1,8.927125956E0
8.591209917E0,2.508370182E-1,-8.900787787E0,3.740978408E-1,8.912176593E0
8.601237917E0,1.299067222E-1,-8.747603601E0,2.199231362E-1,8.751331938E0
8.611264917E0,2.504268178E-1,-8.632896432E0,3.898075551E-1,8.645320372E0
8.621291917E0,3.688998853E-1,-8.514928272E0,3.805163294E-1,8.531405703E0
8.631319917E0,3.502727028E-2,-8.246607147E0,5.102473336E-1,8.262451736E0
8.641346917E0,1.593546798E-1,-7.991020088E0,3.571075863E-1,8.000582591E0
8.651373917E0,8.380310786E-2,-7.790724301E0,4.343767869E-1,7.803274395E0
8.661401917E0,4.449268451E-1,-7.575283640E0,2.583288181E-1,7.592734415E0
8.671428917E0,1.574744345E-1,-7.266089308E0,3.707479709E-1,7.277245776E0
8.681456917E0,7.817593024E-2,-6.826051832E0,1.070432228E-1,6.827338672E0
8.691483917E0,8.305799900E-2,-6.482906227E0,2.362830609E-1,6.487742401E0
8.701510917E0,3.857570426E-1,-6.017361442E0,-2.175515056E-2,6.029752939E0
8.711538917E0,2.012168290E-2,-5.388611512E0,4.859451360E-1,5.410515834E0
8.721565917E0,2.441060873E-1,-5.225615698E0,-1.970575994E-1,5.235024251E0
8.731593917E0,-1.414313558E-3,-4.695055722E0,7.438950545E-1,4.753622838E0
8.741620917E0,-5.778992350E-2,-4.243112145E0,5.661741972E-2,4.243883349E0
8.751647917E0,-2.757384093E-1,-3.550474952E0,2.057056314E-1,3.567102307E0
8.761675917E0,-2.136969296E-1,-3.176474760E0,-3.114191973E-1,3.198849824E0
8.771702917E0,1.013464121E0,-2.276881071E0,1.392502713E-1,2.496134526E0
8.781729917E0,1.150418483E0,-1.486417183E0,1.932621717E-2,1.879700037E0
8.791757917E0,-4.156827634E-1,-1.255748911E0,1.824062312E-1,1.335278817E0
8.801784917E0,-4.646541447E-1,-6.325047923E-1,1.742815250E-1,8.039526332E-1
8.811812917E0,-8.914363121E-1,1.316215552E-2,5.935157776E-2,8.935068834E-1
8.821839917E0,-6.806956434E-1,4.433809874E-1,-5.136398882E-1,9.611239221E-1
8.831866917E0,1.279599009E-1,1.127289383E0,-2.270058686E-1,1.157016316E0
8.841894917E0,1.534323421E0,2.066239074E0,-5.590113580E-2,2.574221670E0
8.851921917E0,3.016755251E-1,2.494173691E0,-1.597435927E-1,2.517424981E0
8.861948917E0,-8.996596169E-1,2.878311493E0,-4.381377161E-2,3.015954927E0
8.871976917E0,-8.610537411E-1,3.563185045E0,-4.871256888E-2,3.666070666E0
8.882003917E0,-6.577798205E-1,3.947280163E0,-5.678476703E-1,4.041799841E0
8.892031917E0,3.260431568E-1,4.449227374E0,-2.221953642E-1,4.466687715E0
8.902058917E0,1.083346827E0,5.182754438E0,-5.747432917E-1,5.325872113E0
8.912085917E0,2.464106211E-1,5.552781447E0,-1.191662550E-3,5.558246253E0
8.922113917E0,-7.538951819E-1,5.892152674E0,-3.754573184E-1,5.952040766E0
8.932140917E0,-6.162805961E-1,6.533978148E0,-4.057271844E-1,6.575506578E0
8.942167917E0,-9.664886872E-1,6.854492104E0,-4.940856296E-1,6.939905114E0
8.952195917E0,-3.296611945E-1,7.316926755E0,-3.495108837E-1,7.332683786E0
8.962222917E0,3.423467654E-1,7.658908179E0,-5.210974270E-1,7.684244812E0
8.972250917E0,-1.026543667E-1,7.558536045E0,-5.446763241E-1,7.578830870E0
8.982277917E0,-1.562262915E-1,8.052767270E0,-3.212547988E-1,8.060686820E0
8.992304917E0,-7.398022410E-2,8.290723220E0,-6.725964457E-1,8.318290122E0
9.002332917E0,-5.935379239E-1,8.280353183E0,-4.919432098E-1,8.316161628E0
9.012359917E0,-1.850826845E-1,8.557193116E0,-2.843138444E-1,8.563915225E0
9.022386917E0,1.132055760E-1,8.556787319E0,-6.266554570E-1,8.580449976E0
9.032414917E0,-3.884445326E-1,8.500612534E0,-4.518254632E-1,8.521469876E0
9.042441917E0,-3.874995129E-1,8.352583253E0,-5.102052337E-1,8.377118374E0
9.052469917E0,-3.374412439E-1,8.223342245E0,-5.503159636E-1,8.248640611E0
9.062496917E0,-5.430780243E-1,8.223438724E0,-4.122643715E-1,8.251656810E0
9.072523917E0,-2.758501277E-1,8.203289804E0,-4.807890612E-1,8.221995805E0
9.082551917E0,2.135899439E-1,8.201712225E0,-5.258231467E-1,8.221325566E0
9.092578917E0,-1.588763776E-1,7.909947274E0,-4.570710003E-1,7.924734789E0
9.102605917E0,-2.935672277E-1,7.608749594E0,-5.468690300E-1,7.634023699E0
9.112633917E0,-3.066445437E-1,7.243364689E0,-5.098924077E-1,7.267761221E0
9.122660917E0,-3.641813285E-1,6.877862256E0,-3.597283083E-1,6.896884927E0
9.132688917E0,1.473174646E-1,6.679446933E0,-2.803085017E-1,6.686948977E0
9.142715917E0,7.284850922E-2,6.180414559E0,-4.949644661E-1,6.200630681E0
9.152742917E0,-1.121180870E0,5.600761360E0,7.903155148E-2,5.712426835E0
9.162770917E0,-1.700433238E-2,5.334867414E0,-3.207466757E-1,5.344527847E0
9.172797958E0,6.749039762E-1,4.861226282E0,-7.419602108E-1,4.963619777E0
9.182824958E0,-3.617508602E-1,4.116521973E0,-1.737470895E-1,4.136037341E0
9.192852958E0,-6.306051050E-1,3.617240507E0,-3.344683367E-1,3.686998882E0
9.202879958E0,4.950779386E-1,3.237335797E0,-3.414504969E-1,3.292724353E0
9.212907958E0,3.099184363E-1,2.756922419E0,-1.520866638E-1,2.778452990E0
9.222934958E0,-1.453351909E0,1.924725345E0,9.034415960E-2,2.413495700E0
9.232961958E0,-4.762310470E-1,1.563987661E0,-1.796937078E-1,1.644731967E0
9.242989958E0,1.571529985E0,1.261999146E0,-3.940754378E-1,2.053690285E0
9.253016958E0,6.753260721E-1,4.609756613E-1,-9.249710441E-2,8.228727595E-1
9.263043958E0,-6.904771581E-1,-3.764550361E-1,-1.522281665E-1,8.010309075E-1
9.273071958E0,-9.051516873E-1,-9.294361241E-1,1.903689694E-1,1.311255669E0
9.283098958E0,-2.515086623E-1,-1.396933441E0,1.345666516E-1,1.425758685E0
9.293126958E0,2.525233552E-1,-2.105769614E0,7.848366737E-2,2.122308506E0
9.303153958E0,1.031919103E0,-2.515803418E0,2.921888745E-1,2.734867129E0
9.313180958E0,7.583962955E-1,-2.976556410E0,-3.787715203E-1,3.094918556E0
9.323208958E0,-6.816504206E-1,-3.806754029E0,1.624818438E-1,3.870713614E0
9.333235958E0,-5.701372572E-1,-4.428940167E0,1.411634803E-1,4.467716936E0
9.343263958E0,-3.951601694E-1,-4.823211779E0,4.719287753E-1,4.862328680E0
9.353290958E0,7.907880429E-1,-5.127271963E0,-7.610151172E-3,5.187901447E0
9.363317958E0,7.449908227E-1,-5.666240820E0,3.661497205E-1,5.726723493E0
9.373345958E0,-5.387256493E-1,-6.236708627E0,3.676319897E-1,6.270718707E0
9.383372958E0,3.617342322E-1,-6.344000942E0,-9.444130361E-2,6.355007377E0
9.393399958E0,3.601661917E-1,-6.659769298E0,5.119149595E-1,6.689118306E0
9.403427958E0,1.297167608E-1,-7.157825772E0,3.696902096E-2,7.159096516E0
9.413454958E0,1.220035890E-1,-7.545790869E0,5.109501690E-1,7.564054124E0
9.423482958E0,6.599552771E-1,-7.719708697E0,2.671405721E-1,7.752471053E0
9.433509958E0,2.462280053E-1,-8.032834112E0,4.818023837E-1,8.051036308E0
9.443536958E0,-2.482553994E-1,-8.268740612E0,3.760081261E-1,8.281007437E0
9.453564958E0,3.253536969E-2,-8.351405624E0,3.100597197E-1,8.357222713E0
9.463591958E0,4.075296983E-1,-8.348380274E0,3.784920233E-1,8.366886510E0
9.473618958E0,4.696508463E-1,-8.472656996E0,2.346259600E-1,8.488906751E0
9.483646958E0,-3.467825774E-2,-8.581380123E0,5.343057024E-1,8.598067806E0
9.493673958E0,9.929238212E-2,-8.465715766E0,3.229481524E-1,8.472455247E0
9.503701958E0,3.481583496E-1,-8.334348711E0,2.588310939E-1,8.345632163E0
9.513728958E0,2.710669043E-1,-8.170652985E0,3.162975293E-1,8.181264670E0
9.523755958E0,1.439326577E-1,-7.961398678E0,5.063758922E-1,7.978784498E0
9.533783958E0,2.531949445E-1,-7.630529303E0,4.448848182E-1,7.647679885E0
9.543810958E0,3.652276146E-1,-7.333608277E0,1.235066432E-1,7.343735797E0
9.553837958E0,-2.102481505E-1,-7.289741296E0,4.134975493E-1,7.304485791E0
9.563865958E0,2.870584315E-2,-7.095055912E0,2.839589185E-1,7.100793975E0
9.573892958E0,4.939006383E-1,-6.666621065E0,2.360924417E-1,6.689059269E0
9.583920958E0,1.073493684E0,-6.356035096E0,-5.416977525E-2,6.446278399E0
9.593947958E0,-2.264972522E-1,-6.115975319E0,4.109370536E-1,6.133948513E0
9.603974958E0,-2.472638395E-1,-5.479786561E0,2.262521625E-1,5.490026430E0
9.614002958E0,-2.985853812E-1,-5.252914594E0,2.706407154E-1,5.268349965E0
9.624029958E0,4.680653007E-1,-4.632007827E0,9.401796520E-2,4.656546039E0
9.634056958E0,-4.555510440E-2,-4.162777834E0,4.756821030E-1,4.190115515E0
9.644084958E0,1.757457957E-1,-3.670507765E0,-3.013771892E-2,3.674836339E0
9.654111958E0,-3.926393251E-1,-3.249594777E0,2.072691768E-1,3.279785414E0
9.664139958E0,4.757262130E-1,-2.377569686E0,-2.979869735E-1,2.442938656E0
9.674166958E0,6.047229531E-1,-1.787494410E0,1.261723888E-1,1.891228592E0
9.684193958E0,5.473491595E-1,-1.301168912E0,-7.723236322E-2,1.413717256E0
9.694221958E0,-5.268114358E-1,-7.791357847E-1,4.223718685E-1,1.031009629E0
9.704248958E0,-7.601340149E-1,-1.932634508E-1,-2.591076672E-2,7.847457230E-1
9.714276958E0,-5.809570547E-1,1.912372810E-1,-3.269225049E-1,6.935136057E-1
9.724303958E0,-1.195156810E-1,7.926402216E-1,-8.144001961E-2,8.057263776E-1
9.734330958E0,1.602233714E0,1.613916305E0,-4.467220134E-1,2.317636570E0
9.744358958E0,4.186141188E-1,2.039582787E0,7.193478584E-2,2.083341148E0
9.754385958E0,-9.319825134E-1,2.425057263E0,3.188018918E-2,2.598174451E0
9.764412958E0,-8.438534984E-1,3.037700160E0,-1.932674342E-1,3.158648966E0
9.774440958E0,-6.249685353E-1,3.729973071E0,-2.019195592E-1,3.787354788E0
9.784467958E0,-8.723599903E-2,3.977699425E0,-6.421768910E-1,4.030148136E0
9.794495958E0,1.104887750E0,4.695515021E0,-1.390713465E-1,4.825762022E0
9.804522958E0,6.389703510E-1,5.211861877E0,-6.535403699E-1,5.291398903E0
9.814549958E0,-6.247161549E-1,5.393230228E0,7.175118327E-3,5.429295907E0
9.824577958E0,-7.864648309E-1,5.972698070E0,-4.430002606E-1,6.040521368E0
9.834604958E0,-5.630805816E-1,6.386234211E0,-4.469898158E-1,6.426573506E0
9.844631958E0,-4.727969772E-1,6.925099572E0,-2.533095682E-1,6.945840971E0
9.854659958E0,5.524724350E-2,7.067368176E0,-5.946279180E-1,7.092554374E0
9.864686958E0,2.265102805E-1,7.289903263E0,-2.370426142E-1,7.297272484E0
9.874714958E0,-2.111051879E-1,7.593303005E0,-4.087262213E-1,7.607225055E0
9.884741958E0,-3.164375702E-1,7.589897586E0,-6.741424495E-1,7.626345530E0
9.894768958E0,-4.290003818E-1,7.878403299E0,-4.388499069E-1,7.902269871E0
9.904796958E0,-2.372460973E-1,8.076306991E0,-2.946838814E-1,8.085162887E0
9.914823958E0,7.038100705E-2,8.171586785E0,-6.771426558E-1,8.199896722E0
9.924851958E0,-2.277829270E-1,8.173247395E0,-3.593382990E-1,8.184313169E0
9.934878958E0,-3.305165691E-1,8.083448195E0,-5.497435212E-1,8.108858975E0
9.944905958E0,-2.452414521E-1,8.072848948E0,-5.145596552E-1,8.092947865E0
9.954933958E0,-5.214067813E-1,7.894934548E0,-4.901551312E-1,7.927301470E0
9.964960958E0,-3.926007335E-1,7.876916353E0,-2.509326750E-1,7.890685253E0
9.974987958E0,2.812840000E-1,7.922484289E0,-6.522434574E-1,7.954262978E0
9.985015958E0,2.288443976E-1,7.635880675E0,-5.291952360E-1,7.657616537E0
9.995042958E0,-3.111268365E-1,7.426977201E0,-2.917778152E-1,7.439215318E0
1.000507096E1,-4.728999613E-1,7.167828603E0,-5.751286232E-1,7.206398143E0
1.001509796E1,-4.403119301E-1,6.717252690E0,-5.042995459E-1,6.750531559E0
1.002512496E1,-1.381798197E-1,6.342680640E0,-2.672966927E-1,6.349814083E0
1.003515296E1,-1.453995048E-1,5.921318001E0,-2.479026479E-1,5.928288422E0
1.004517996E1,-3.814622627E-1,5.634975758E0,-3.195567673E-1,5.656905671E0
1.005520696E1,1.299064024E-3,5.200294915E0,-3.601557398E-1,5.212751773E0
1.006523496E1,-1.547478779E-1,4.698368754E0,-2.336582458E-1,4.706719881E0
1.007526196E1,5.590010797E-2,4.259005462E0,-4.237535655E-1,4.280399448E0
1.008528996E1,-1.410262534E-1,3.729263219E0,-2.963778198E-1,3.743678989E0
1.009531696E1,2.779106499E-1,3.271850449E0,-2.505888587E-1,3.293179993E0
1.010534396E1,-1.469600353E-1,2.785201308E0,-1.328879160E-1,2.792239742E0
1.011537196E1,-7.680256364E-1,2.242861239E0,-1.091792107E-1,2.373227763E0
1.012539896E1,-3.976634355E-1,1.737848625E0,1.249725401E-1,1.787140786E0
1.013542696E1,9.798295482E-1,1.329760774E0,-3.830429113E-1,1.695597691E0
1.014545396E1,1.113791068E-1,7.334099735E-1,-1.736547035E-1,7.618736449E-1
1.015548096E1,-2.109593912E-1,-1.101133034E-2,-2.205563897E-1,3.054017602E-1
1.016550896E1,-3.695458565E-1,-6.926249865E-1,1.566118240E-1,8.005128203E-1
1.017553583E1,-1.395301976E-1,-1.149939743E0,5.515678525E-3,1.158387030E0
1.018556283E1,-3.086845277E-1,-1.765331708E0,2.456584865E-1,1.808875416E0
1.019559083E1,4.607723244E-1,-2.298545882E0,-1.809251314E-1,2.351246097E0
1.020561783E1,8.684006213E-1,-2.682413104E0,9.076632857E-3,2.819493232E0
1.021564583E1,-1.753046781E-1,-3.303113172E0,5.656771839E-2,3.308245496E0
1.022567283E1,-8.330179134E-2,-3.835048998E0,-2.788361728E-2,3.836054940E0
1.023569983E1,7.253948387E-2,-4.379107271E0,3.606983614E-1,4.394535900E0
1.024572783E1,-2.413676032E-2,-4.789799034E0,3.212857890E-1,4.800623077E0
1.025575483E1,1.529373241E-1,-5.139306117E0,2.435230833E-1,5.147345013E0
1.026578183E1,-6.854056395E-2,-5.639782169E0,3.800280869E-1,5.652987004E0
1.027580983E1,1.362434594E-1,-6.040825149E0,8.995648921E-2,6.043030939E0
1.028583683E1,1.465936341E-1,-6.333520392E0,3.745603555E-1,6.346279675E0
1.029586483E1,7.907432386E-1,-6.519541957E0,-2.692642808E-3,6.567321330E0
1.030589183E1,-5.523210013E-2,-6.962787216E0,4.479417425E-1,6.977399817E0
1.031591883E1,-2.161073895E-1,-7.350814294E0,1.355618477E-1,7.355239642E0
1.032594683E1,2.043844347E-1,-7.602415305E0,3.631232017E-1,7.613826235E0
1.033597383E1,9.177108487E-1,-7.708054612E0,1.358419293E-1,7.763681609E0
1.034600183E1,1.372285782E-1,-7.908120604E0,6.188511783E-1,7.933484729E0
1.035602883E1,-2.438159009E-1,-8.013447084E0,4.032906497E-1,8.027292427E0
1.036605583E1,1.264452391E-3,-8.072647219E0,2.879367793E-1,8.077780778E0
1.037608383E1,4.275000959E-1,-8.068869917E0,1.158000129E-1,8.081016503E0
1.038611083E1,2.381998147E-1,-8.040582842E0,4.214456695E-1,8.055142956E0
1.039613783E1,9.647159393E-2,-8.047560909E0,5.448113948E-1,8.066558300E0
1.040616583E1,3.495798808E-1,-7.863405776E0,2.627686089E-1,7.875557367E0
1.041619283E1,3.660335071E-1,-7.667489553E0,1.458354056E-1,7.677606694E0
1.042622083E1,3.295741761E-2,-7.463855006E0,3.334164226E-1,7.471370975E0
1.043624783E1,-1.987080994E-2,-7.168741354E0,3.892889071E-1,7.179330979E0
1.044627483E1,2.135115364E-1,-6.993680395E0,4.683988112E-1,7.012599382E0
1.045630283E1,7.842504904E-1,-6.693481420E0,1.105685091E-1,6.740175646E0
1.046632983E1,4.222903729E-1,-6.437876819E0,1.318558824E-1,6.453059203E0
1.047635683E1,-2.885583383E-1,-6.305191217E0,5.012689340E-1,6.331664295E0
1.048638483E1,1.693414135E-1,-6.076117773E0,-1.258455294E-1,6.079779667E0
1.049641183E1,8.006860999E-2,-5.579325467E0,4.195324606E-1,5.595649304E0
1.050643983E1,-2.069166994E-1,-5.110132020E0,2.854920584E-1,5.122281669E0
1.051646683E1,4.346890648E-1,-4.635814072E0,2.065821290E-2,4.656195169E0
1.052649383E1,-2.267255128E-1,-4.209692969E0,5.407809091E-1,4.250336850E0
1.053652183E1,6.813388097E-2,-3.749118609E0,-5.818388879E-2,3.750189053E0
1.054654883E1,-4.041601398E-2,-3.261593263E0,1.661913174E-1,3.266074650E0
1.055657683E1,5.182413545E-1,-2.630892410E0,-3.326551151E-1,2.702004515E0
1.056660383E1,5.281607173E-2,-2.096284406E0,2.234028143E-1,2.108816414E0
1.057663083E1,2.510893804E-1,-1.610791991E0,-1.647955871E-1,1.638552502E0
1.058665883E1,-1.450904338E-1,-9.604175963E-1,4.286318976E-1,1.061686628E0
1.059668583E1,-5.994504274E-2,-2.298968051E-1,-1.923669630E-1,3.056975590E-1
1.060671283E1,-5.605935780E-1,8.419003822E-2,1.287556887E-1,5.813184580E-1
1.061674083E1,8.695307602E-2,5.307629476E-1,-4.664353162E-1,7.119213778E-1
1.062676783E1,-1.266034108E-1,1.040973809E0,2.344148755E-3,1.048646933E0
1.063679583E1,1.185008272E0,1.642114795E0,-3.691189367E-1,2.058405789E0
1.064682283E1,9.803065348E-2,2.166049437E0,9.487224340E-2,2.170341198E0
