"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.532694229E1,-2.747834311E-1,6.475414190E-1,-1.137277597E-1,7.125656648E-1
2.533697029E1,-1.451008674E-1,3.835258913E-1,-1.361383832E-1,4.320648451E-1
2.534699729E1,1.496548982E-1,3.138710079E-1,7.329484820E-2,3.553642258E-1
2.535702429E1,1.136910593E-1,1.504426826E-1,-1.664760768E-1,2.515411336E-1
2.536705229E1,-1.205017042E-1,-6.143764503E-2,-1.827453697E-1,2.273568013E-1
2.537707929E1,-9.967870949E-2,-1.580658804E-1,7.493148386E-2,2.013340382E-1
2.538710729E1,1.163055504E-1,-2.656031564E-1,-1.293480116E-1,3.174947650E-1
2.539713429E1,7.105344142E-2,-3.903150569E-1,-1.007498646E-1,4.093225749E-1
2.540716129E1,-1.729537137E-1,-5.169512395E-1,3.594809711E-2,5.463001343E-1
2.541718929E1,-8.728097691E-2,-5.872829746E-1,-7.316094697E-2,5.982238589E-1
2.542721629E1,9.587413640E-2,-6.435455049E-1,-7.853512287E-2,6.553704543E-1
2.543724429E1,5.267748359E-2,-8.960168016E-1,3.090019584E-2,8.980956787E-1
2.544727129E1,-1.449793824E-1,-1.095286549E0,-3.791100740E-2,1.105490339E0
2.545729929E1,-7.687453190E-2,-1.244184872E0,-1.214115858E-2,1.246616660E0
2.546732629E1,2.695521283E-1,-1.251710239E0,-2.680889904E-2,1.280685593E0
2.547735329E1,1.265824522E-1,-1.420758506E0,8.951502442E-3,1.426414378E0
2.548738129E1,-3.421172257E-1,-1.607877447E0,5.834059417E-2,1.644906594E0
2.549740829E1,-9.608920430E-2,-1.731975097E0,3.425006568E-2,1.734976639E0
2.550743629E1,2.349157443E-1,-1.664945833E0,-2.052548110E-2,1.681562169E0
2.551746329E1,1.649733241E-1,-1.711870469E0,3.843374848E-3,1.719805650E0
2.552749029E1,-4.052213180E-2,-1.858065625E0,8.973487973E-2,1.860672528E0
2.553751829E1,-3.981526282E-2,-1.882531545E0,-6.974091053E-2,1.884243632E0
2.554754529E1,-2.333962723E-2,-1.907354875E0,3.156268537E-2,1.907758780E0
2.555757329E1,7.181182072E-2,-1.946089609E0,4.754254103E-2,1.947994353E0
2.556760029E1,2.868875147E-1,-1.943860212E0,3.298823655E-2,1.965193424E0
2.557762729E1,3.535146184E-2,-1.987227987E0,-2.094589591E-2,1.987652769E0
2.558765529E1,-2.902495540E-1,-2.061967683E0,5.237000227E-2,2.082954187E0
2.559768229E1,4.196445261E-2,-2.045791068E0,8.784272075E-3,2.046240277E0
2.560771029E1,3.191625554E-1,-1.945844611E0,-7.731188536E-3,1.971860988E0
2.561773729E1,-5.168497812E-2,-1.923059035E0,8.848123670E-2,1.925787194E0
2.562776529E1,-1.343905956E-1,-1.928842808E0,-2.576926410E-2,1.933690633E0
2.563779229E1,3.401934278E-2,-1.939469392E0,2.179257274E-3,1.939768952E0
2.564781929E1,2.446072667E-1,-1.920130311E0,7.367667139E-2,1.937049658E0
2.565784729E1,1.246603628E-1,-1.862082954E0,1.077378720E-1,1.869358335E0
2.566787429E1,-2.925417174E-1,-1.833959747E0,6.623199642E-2,1.858326045E0
2.567790229E1,-5.409691346E-2,-1.604859552E0,-5.024746299E-2,1.606557022E0
2.568792929E1,3.750179002E-1,-1.398466288E0,-7.469701052E-2,1.449802065E0
2.569795629E1,8.944995588E-2,-1.418897337E0,6.148113370E-2,1.423042823E0
2.570798429E1,-1.577010872E-1,-1.352695161E0,-4.095097482E-2,1.362472317E0
2.571801129E1,-1.446206009E-1,-1.223492088E0,3.471491933E-3,1.232014634E0
2.572803929E1,1.375411576E-1,-1.162477489E0,-7.009057403E-2,1.172682468E0
2.573806629E1,1.071714321E-1,-1.045985019E0,7.669208050E-2,1.054254263E0
2.574809329E1,-9.101263340E-2,-9.339392111E-1,-1.198796153E-2,9.384399078E-1
2.575812129E1,-1.370169730E-1,-8.136412275E-1,-5.018899083E-2,8.266224245E-1
2.576814829E1,-9.834966478E-2,-6.411967514E-1,-1.065222359E-1,6.573833869E-1
2.577817629E1,-6.350810755E-2,-5.061867347E-1,-2.918169916E-2,5.109891014E-1
2.578820329E1,1.507933968E-1,-4.165656564E-1,-2.145284951E-2,4.435378444E-1
2.579823129E1,1.837292368E-1,-3.194885011E-1,-1.086669946E-1,3.842367115E-1
2.580825829E1,-3.223170049E-2,-2.082956190E-1,1.192715049E-2,2.111118290E-1
2.581828529E1,-2.161860345E-1,-9.124865077E-2,-3.240176082E-2,2.368809657E-1
2.582831329E1,-2.459268189E-1,-4.088080823E-2,-3.450675845E-2,2.516782809E-1
2.583834029E1,-1.483507499E-1,2.008025583E-1,-5.185661674E-2,2.549876882E-1
2.584836829E1,2.676911240E-1,3.602327038E-1,-2.188992888E-1,4.993426052E-1
2.585839529E1,2.993075672E-1,4.464490946E-1,-1.433497542E-1,5.562831706E-1
2.586842229E1,-1.808465960E-1,5.042532798E-1,-1.896895230E-2,5.360379489E-1
2.587845029E1,-1.718439670E-1,6.213529095E-1,-1.260074973E-1,6.568772157E-1
2.588847729E1,-1.275977938E-1,7.287064733E-1,-7.481687844E-2,7.435670020E-1
2.589850529E1,-3.403098239E-2,8.960786359E-1,-1.604417503E-1,9.109646452E-1
2.590853229E1,8.455673173E-2,1.033326821E0,-2.524827719E-1,1.067080929E0
2.591855929E1,-9.496843010E-2,1.074213037E0,-3.947045982E-2,1.079124909E0
2.592858729E1,-2.007951762E-1,1.178074644E0,-2.389885676E-1,1.218726428E0
2.593861429E1,-6.270952864E-2,1.240286534E0,-2.393031478E-1,1.264717030E0
2.594864229E1,1.013688198E-1,1.336446626E0,-1.538349813E-1,1.349085032E0
2.595866929E1,-7.736939820E-2,1.366755376E0,-9.965292692E-2,1.372565841E0
2.596869729E1,-5.090765932E-2,1.491851293E0,-1.638331354E-2,1.492809526E0
2.597872429E1,1.257815001E-2,1.587347288E0,-2.446428251E-1,1.606138143E0
2.598875129E1,-7.414454914E-2,1.629416104E0,-1.194703102E-1,1.635471617E0
2.599877929E1,-1.182499049E-1,1.651913412E0,-1.587992674E-1,1.663736208E0
2.600880629E1,-2.281288811E-1,1.720780018E0,-1.008118451E-1,1.738760963E0
2.601883429E1,-5.535362171E-2,1.740658505E0,-2.619827431E-1,1.761133445E0
2.602886129E1,6.013881398E-2,1.823001481E0,-1.385895360E-1,1.829250703E0
2.603888829E1,-5.548048345E-2,1.815338412E0,-1.349619234E-1,1.821193662E0
2.604891629E1,-2.010053836E-1,1.714449530E0,-1.329732853E-1,1.731306515E0
2.605894329E1,-1.311635264E-1,1.600606580E0,-1.526930201E-1,1.613214323E0
2.606897129E1,1.032016090E-2,1.524529919E0,-1.555008531E-1,1.532474631E0
2.607899829E1,-7.150578294E-2,1.526744698E0,-1.014269722E-1,1.531779971E0
2.608902629E1,-7.721192538E-2,1.456448010E0,-2.022861797E-1,1.472454476E0
2.609905329E1,-1.403661576E-1,1.407987164E0,-7.110915899E-2,1.416752280E0
2.610908029E1,-1.093465872E-1,1.365445454E0,-1.782324886E-1,1.381363378E0
2.611910829E1,-3.395091893E-2,1.372539880E0,-2.048355657E-1,1.388155610E0
2.612913529E1,-2.351830535E-2,1.356724478E0,-9.252750993E-2,1.360079321E0
2.613916329E1,-4.784405636E-2,1.243544310E0,-2.599555135E-2,1.244735824E0
2.614919029E1,7.774943981E-2,1.222776827E0,-2.503456146E-1,1.250560303E0
2.615921729E1,-3.485608847E-2,1.125616349E0,-1.772682828E-1,1.140022437E0
2.616924529E1,-2.074578775E-1,9.817184182E-1,-1.083828199E-1,1.009235681E0
2.617927229E1,-2.393048654E-1,8.710373501E-1,-1.075934458E-1,9.096973307E-1
2.618930104E1,1.191997760E-1,7.913248904E-1,-1.410652471E-1,8.125903474E-1
2.619932804E1,1.928256223E-1,7.178717288E-1,-1.019731021E-1,7.502799832E-1
2.620935504E1,5.295052572E-2,5.746150184E-1,-1.181400687E-1,5.890188905E-1
2.621938304E1,-8.540905477E-2,4.280955617E-1,-2.590784311E-2,4.373005064E-1
2.622941004E1,-2.662170774E-1,2.710586816E-1,-6.369898260E-2,3.852296738E-1
2.623943804E1,-9.756796514E-2,1.604158764E-1,-1.190019482E-1,2.222931058E-1
2.624946504E1,2.521345885E-1,9.759488974E-2,-1.565340561E-1,3.124092251E-1
2.625949204E1,1.974098942E-1,5.776128128E-2,-6.926787078E-2,2.170370242E-1
2.626952004E1,-2.146652834E-1,-7.931850359E-2,-3.048621297E-2,2.308722982E-1
2.627954704E1,-3.432438380E-1,-1.970231739E-1,-7.662776113E-3,3.958448958E-1
2.628957504E1,1.004792299E-1,-2.541858831E-1,-1.146405101E-1,2.963932950E-1
2.629960204E1,2.272636942E-1,-3.024350236E-1,-2.805494070E-3,3.783167998E-1
2.630963004E1,-7.847383674E-2,-4.628552488E-1,-2.103652775E-2,4.699315481E-1
2.631965704E1,-2.048524312E-1,-6.380559196E-1,-2.895892024E-2,6.707596396E-1
2.632968404E1,6.325913037E-2,-7.881938526E-1,-5.423935711E-2,7.925863831E-1
2.633971204E1,5.452249940E-2,-8.729124060E-1,-1.033027589E-1,8.806930405E-1
2.634973904E1,3.848734415E-3,-9.613636027E-1,3.731693029E-3,9.613785492E-1
2.635976704E1,-9.532170243E-2,-1.038653707E0,6.585485101E-2,1.045095504E0
2.636979404E1,8.182728801E-2,-1.078496196E0,-9.175743163E-2,1.085481081E0
2.637982104E1,9.699289148E-2,-1.232415450E0,3.578788340E-2,1.236744208E0
2.638984904E1,-4.093256066E-2,-1.290170592E0,-7.931748033E-3,1.290844121E0
2.639987604E1,1.995083228E-2,-1.359026234E0,-3.802795172E-2,1.359704551E0
2.640990404E1,3.321481158E-2,-1.373591795E0,-1.529046893E-2,1.374078397E0
2.641993104E1,-8.407618197E-2,-1.388029301E0,8.628736138E-3,1.390600086E0
2.642995904E1,-5.688108346E-2,-1.382784641E0,-2.163528264E-2,1.384123154E0
2.643998604E1,4.950507673E-2,-1.431262444E0,-1.958466411E-2,1.432252246E0
2.645001304E1,9.180960889E-2,-1.474310230E0,4.578194439E-2,1.477875382E0
2.646004104E1,7.864199901E-2,-1.488167693E0,-5.318627357E-3,1.490253648E0
2.647006804E1,-3.140425095E-2,-1.491321242E0,7.502562404E-3,1.491670729E0
2.648009604E1,1.811173107E-2,-1.536196576E0,-8.476825476E-2,1.538640183E0
2.649012304E1,2.486076782E-3,-1.582742752E0,1.635992467E-2,1.582829253E0
2.650015004E1,5.869617341E-2,-1.519264794E0,4.654442132E-2,1.521110495E0
2.651017804E1,3.116321091E-2,-1.501664967E0,-1.698089898E-2,1.502084275E0
2.652020504E1,-4.976739288E-2,-1.504916457E0,3.056631982E-2,1.506049347E0
2.653023304E1,-5.016730132E-2,-1.456447571E0,5.942291379E-2,1.458522324E0
2.654026004E1,9.761179185E-2,-1.365962494E0,-3.642522991E-2,1.369930069E0
2.655028704E1,3.068296036E-2,-1.335464586E0,2.004425526E-3,1.335818522E0
2.656031504E1,9.196269630E-2,-1.268078496E0,-9.686088145E-2,1.275093032E0
2.657034204E1,-2.189614383E-2,-1.196420429E0,-4.393714786E-2,1.197427141E0
2.658037004E1,1.604286055E-2,-1.144096620E0,6.601506472E-3,1.144228137E0
2.659039704E1,-5.396252343E-2,-1.117332160E0,4.186957240E-2,1.119417782E0
2.660042404E1,-6.404438402E-2,-1.050584878E0,9.078445494E-2,1.056443129E0
2.661045204E1,7.518050673E-3,-9.147243834E-1,-6.481521606E-2,9.170486524E-1
2.662047904E1,-7.129931684E-2,-8.338446732E-1,4.274899364E-2,8.379785248E-1
2.663050704E1,1.058912482E-2,-7.640079414E-1,-3.948566258E-2,7.651008964E-1
2.664053404E1,4.124211134E-2,-6.904946266E-1,-9.494708776E-2,6.982110645E-1
2.665056204E1,9.733183812E-3,-5.424073121E-1,1.848889589E-3,5.424977838E-1
2.666058904E1,-5.169056495E-2,-5.036417707E-1,-8.202649534E-2,5.128891631E-1
2.667061604E1,-3.508520340E-2,-4.544862752E-1,-5.515269220E-2,4.591628963E-1
2.668064404E1,5.886984028E-2,-3.193396529E-1,-6.269384623E-3,3.247811220E-1
2.669067104E1,1.254140963E-3,-2.575596900E-1,-6.678163469E-2,2.660795999E-1
2.670069904E1,-1.751299103E-2,-2.259353165E-1,-9.554759681E-2,2.459325422E-1
2.671072604E1,-9.555632195E-2,1.503973302E-2,-7.013091981E-2,1.194803337E-1
2.672075304E1,-8.480345911E-3,1.136704205E-1,-4.724257886E-2,1.233885814E-1
2.673078104E1,9.699508418E-2,1.484763005E-1,-1.438023287E-1,2.283251364E-1
2.674080804E1,-1.128210302E-1,2.555003006E-1,-2.105640829E-2,2.800934858E-1
2.675083604E1,-1.943727407E-1,4.201535080E-1,-4.201165974E-2,4.648383721E-1
2.676086304E1,-1.116099987E-1,5.051962895E-1,-1.698364717E-1,5.445406411E-1
2.677089104E1,9.046837639E-2,4.754192707E-1,-9.693923414E-2,4.935638005E-1
2.678091804E1,1.742814131E-2,4.941833512E-1,-1.082927728E-1,5.062096891E-1
2.679094504E1,-8.818597058E-3,6.195991834E-1,-2.055986273E-1,6.528795534E-1
2.680097304E1,-7.295220593E-2,6.759629801E-1,-9.781046927E-2,6.868878094E-1
2.681100004E1,1.502149359E-2,7.334615021E-1,-1.377627397E-1,7.464382043E-1
2.682102804E1,-5.420159232E-2,8.057056788E-1,-7.250488937E-2,8.107751923E-1
2.683105504E1,-2.467434785E-3,8.781320693E-1,-1.831236845E-1,8.970263670E-1
2.684108204E1,-3.447991379E-2,8.628891090E-1,1.639559269E-3,8.635792766E-1
2.685111004E1,-8.378734779E-2,9.645221955E-1,-2.205072731E-1,9.929485599E-1
2.686113704E1,-1.258452919E-1,9.779731303E-1,-8.637682378E-2,9.898128292E-1
2.687116504E1,-6.715442210E-2,1.064845798E0,-1.511785913E-1,1.077618326E0
2.688119204E1,4.293023448E-2,1.123500095E0,-1.444256419E-1,1.133558219E0
2.689121904E1,-1.403173425E-1,1.143281153E0,-7.613542557E-2,1.154373143E0
2.690124704E1,-2.178755509E-1,1.145116374E0,-1.117297661E-1,1.171001626E0
2.691127404E1,7.351097591E-2,1.191786803E0,-1.350543094E-1,1.201665226E0
2.692130204E1,-1.015602772E-2,1.191418575E0,-1.146674073E-1,1.196966992E0
2.693132904E1,-1.522341964E-1,1.170417569E0,-1.357284933E-1,1.188055032E0
2.694135604E1,-7.413416348E-3,1.192094659E0,-9.541837335E-2,1.195930308E0
2.695138404E1,1.564533462E-1,1.155788128E0,-1.815928835E-1,1.180381219E0
2.696141104E1,-6.383542829E-2,1.079056871E0,-1.487549204E-1,1.091130936E0
2.697143904E1,-1.656761412E-1,1.063483908E0,-1.022917753E-1,1.081161512E0
2.698146604E1,-1.425679723E-1,1.037928872E0,-5.223025382E-2,1.048975676E0
2.699149404E1,-3.927231687E-2,1.039126528E0,-1.896100008E-1,1.057013816E0
2.700152104E1,-5.373939733E-2,9.836133546E-1,-8.491852820E-2,9.887336904E-1
2.701154804E1,-9.820110896E-2,9.122705262E-1,-1.565621227E-1,9.308021643E-1
2.702157604E1,-1.447617106E-1,9.230629514E-1,-1.199784333E-1,9.420169795E-1
2.703160304E1,1.054153854E-2,9.166945296E-1,-1.405600476E-1,9.274681189E-1
2.704163104E1,4.780535510E-2,8.122390652E-1,-7.853863120E-2,8.174264294E-1
2.705165804E1,-2.456385146E-2,7.598873354E-1,-2.136660308E-1,7.897374995E-1
2.706168504E1,-8.629532821E-2,6.779937912E-1,7.635294199E-3,6.835062269E-1
2.707171304E1,2.727239595E-3,6.524367810E-1,-1.504038352E-1,6.695539595E-1
2.708174004E1,6.400606192E-2,5.409491992E-1,-1.379469270E-1,5.619182919E-1
2.709176804E1,5.673827893E-2,4.412794250E-1,-1.167905313E-1,4.599856426E-1
2.710179504E1,-9.922039742E-2,3.497077156E-1,-6.900825441E-2,3.700031254E-1
2.711182304E1,-1.566010250E-1,2.769954693E-1,-2.121662199E-2,3.189051836E-1
2.712185004E1,-6.526881382E-2,2.102543997E-1,-9.361392260E-2,2.392289639E-1
2.713187704E1,5.116155638E-2,1.074409431E-1,-1.414897549E-1,1.848794522E-1
2.714190504E1,6.026112586E-2,-4.179988090E-2,1.647453010E-2,7.516677108E-2
2.715193204E1,-7.515180512E-2,-1.255746206E-1,-1.297579014E-1,1.955860224E-1
2.716196004E1,-1.710240960E-1,-1.087193272E-1,-3.034471035E-2,2.049144576E-1
2.717198704E1,-1.309980593E-1,-6.893004790E-2,-5.040241420E-2,1.563721408E-1
2.718201404E1,1.065185631E-1,-1.864647470E-1,-1.430410212E-1,2.580233321E-1
2.719204154E1,2.301523467E-1,-2.807861096E-1,-5.247992992E-2,3.668311397E-1
2.720206854E1,5.214308462E-2,-3.791552072E-1,8.269775569E-2,3.915564982E-1
2.721209654E1,-7.229712135E-2,-4.023860123E-1,-1.419838446E-1,4.327826115E-1
2.722212354E1,-1.454370275E-1,-5.258378744E-1,-1.638916075E-2,5.458259830E-1
2.723215054E1,2.659943625E-2,-5.735055458E-1,-1.112888861E-1,5.848088211E-1
2.724217854E1,8.113633898E-2,-5.798061765E-1,-5.888906300E-2,5.884099163E-1
2.725220554E1,2.438136580E-2,-5.386894697E-1,-1.848012507E-2,5.395575138E-1
2.726223354E1,-3.033196525E-2,-6.904797893E-1,2.252581358E-2,6.915126751E-1
2.727226054E1,-1.711369107E-1,-7.594767147E-1,-2.781520486E-3,7.785245399E-1
2.728228754E1,-1.752783108E-1,-8.562297150E-1,7.953265786E-2,8.775974333E-1
2.729231554E1,3.360456962E-2,-8.735468289E-1,-4.445053339E-3,8.742042598E-1
2.730234254E1,1.351913443E-1,-9.229962932E-1,-8.813566625E-2,9.369988007E-1
2.731237054E1,1.232272011E-1,-9.797939533E-1,-6.016667962E-2,9.893438044E-1
2.732239754E1,5.134675323E-2,-1.058113168E0,-1.079413551E-1,1.064843322E0
2.733242554E1,-6.592864470E-2,-1.103089000E0,-2.788010895E-2,1.105409078E0
2.734245254E1,-3.622349183E-2,-1.131079256E0,6.207345665E-2,1.133360287E0
2.735247954E1,9.569380461E-2,-1.094670106E0,-6.638753235E-2,1.100848423E0
2.736250754E1,8.212542292E-2,-1.134514788E0,-5.656011701E-3,1.137497419E0
2.737253454E1,-3.162893935E-2,-1.148979922E0,5.044802248E-2,1.150521731E0
2.738256254E1,-3.482524898E-2,-1.120477085E0,-6.470061064E-2,1.122883727E0
2.739258954E1,-1.196129183E-1,-9.978796837E-1,-7.281888485E-2,1.007657533E0
2.740261654E1,-5.778890024E-2,-9.591737473E-1,-2.256265104E-2,9.611778752E-1
2.741264454E1,3.150443248E-2,-9.597544489E-1,1.721010983E-2,9.604255928E-1
2.742267154E1,4.070016582E-2,-8.445196424E-1,-2.011266768E-2,8.457389960E-1
2.743269954E1,2.328535547E-2,-7.956508798E-1,3.418633103E-2,7.967253200E-1
2.744272654E1,3.447228272E-3,-7.409553668E-1,-5.926562369E-2,7.433297741E-1
2.745275454E1,-3.291462558E-2,-7.324519072E-1,-4.823017359E-2,7.347756927E-1
2.746278154E1,6.001904199E-2,-6.228368597E-1,-4.018382013E-2,6.270109877E-1
2.747280854E1,2.258792197E-1,-5.750562640E-1,-1.074472654E-1,6.271013024E-1
2.748283654E1,-1.278749175E-2,-5.639214843E-1,-6.162380576E-3,5.641001111E-1
2.749286354E1,-1.452502912E-1,-5.085679768E-1,1.265688300E-2,5.290550357E-1
2.750289154E1,-3.317152163E-2,-4.736677007E-1,-3.887930632E-2,4.764168773E-1
2.751291854E1,-8.670936590E-3,-4.227254058E-1,-5.268692136E-2,4.260843408E-1
2.752294554E1,-2.638384073E-2,-3.742753038E-1,-9.821451187E-2,3.878455884E-1
2.753297354E1,-8.068527197E-2,-2.963962751E-1,-5.452470124E-2,3.119836663E-1
2.754300054E1,-1.482038568E-1,-1.835836046E-1,-1.618643779E-1,2.861247977E-1
2.755302854E1,9.109220121E-2,-3.079280441E-1,-1.765607697E-1,3.664576031E-1
2.756305554E1,1.324954490E-1,-2.817514849E-1,2.519565225E-2,3.123679948E-1
2.757308254E1,-1.403755497E-1,-2.336737044E-1,7.065190673E-3,2.726877555E-1
2.758311054E1,-9.534777735E-2,-2.223221392E-1,-1.322915000E-1,2.757161098E-1
2.759313754E1,9.950407874E-2,-1.777981136E-1,-2.677264631E-2,2.054994050E-1
2.760316554E1,1.107630387E-1,-1.325749438E-1,-3.158899784E-2,1.756201333E-1
2.761319254E1,-4.853350704E-2,-1.563282341E-2,-4.236775517E-2,6.629414115E-2
2.762321954E1,-1.853218539E-1,3.192565128E-2,-9.879689455E-2,2.124247234E-1
2.763324754E1,-6.567979999E-2,2.357323263E-2,-1.302490675E-1,1.477645188E-1
2.764327454E1,4.995990103E-3,1.871793498E-1,3.470848739E-2,1.904356795E-1
2.765330254E1,9.327432727E-2,2.956276220E-1,-1.613948464E-1,3.494911837E-1
2.766332954E1,-3.312823625E-2,2.705375485E-1,-2.428933382E-3,2.725691562E-1
2.767335754E1,-1.958052172E-1,3.603931002E-1,-8.654756248E-2,4.191817629E-1
2.768338454E1,-1.327468976E-1,4.148701832E-1,-2.480675393E-1,5.012748864E-1
2.769341154E1,5.043962168E-2,4.055772033E-1,-3.536688387E-2,4.102290089E-1
2.770343954E1,1.779418272E-1,4.792876058E-1,-1.045277506E-1,5.218294296E-1
2.771346654E1,4.773015442E-2,4.743063628E-1,-1.964342862E-1,5.155881324E-1
2.772349454E1,-1.996039705E-1,4.672434745E-1,-1.082652909E-1,5.194993577E-1
2.773352154E1,-3.654998117E-2,4.481128832E-1,-3.476169705E-2,4.509428266E-1
2.774354854E1,9.257077932E-2,6.074400811E-1,-1.708497941E-2,6.146907335E-1
2.775357654E1,4.163913729E-2,5.971720781E-1,-1.050884986E-1,6.077761933E-1
2.776360354E1,-8.519102672E-2,5.894179392E-1,-8.532315552E-2,6.016236855E-1
2.777363154E1,-1.794155448E-1,6.033668011E-1,3.144866467E-2,6.302622096E-1
2.778365854E1,-6.901440084E-3,6.699149126E-1,-1.977124876E-1,6.985154599E-1
2.779368554E1,-6.134756137E-2,6.743663979E-1,-8.303163171E-2,6.822227010E-1
2.780371354E1,-1.657371167E-1,6.673581444E-1,-4.139477849E-2,6.888753243E-1
2.781374054E1,-3.968104181E-2,6.895348062E-1,-1.828342474E-1,7.144656717E-1
2.782376854E1,4.278620568E-2,6.655913351E-1,-9.674627602E-2,6.739453440E-1
2.783379554E1,-2.081104222E-2,5.796584612E-1,-7.206108570E-3,5.800766838E-1
2.784382354E1,-8.044806688E-2,4.791343722E-1,-1.465359020E-1,5.074587754E-1
2.785385054E1,-1.748775436E-2,4.809366668E-1,-1.177611691E-1,4.954529160E-1
2.786387754E1,8.378053213E-2,4.869720897E-1,-8.854087830E-2,5.019964949E-1
2.787390554E1,5.295396096E-2,4.459989686E-1,-1.335743791E-1,4.685737047E-1
2.788393254E1,-9.688908513E-2,4.044410528E-1,-1.146831948E-1,4.314073425E-1
2.789396054E1,-1.051624293E-1,3.498370852E-1,-1.546179235E-1,3.966759698E-1
2.790398754E1,-1.848368936E-2,2.870251253E-1,-1.230026132E-1,3.128173783E-1
2.791401454E1,-2.901048081E-2,3.052017433E-1,-8.316377878E-2,3.176569316E-1
2.792404254E1,-6.165198660E-2,2.680761266E-1,-1.054504412E-1,2.945939114E-1
2.793406954E1,-9.470208029E-2,2.748093781E-1,-1.367184269E-1,3.212173821E-1
2.794409754E1,-3.313852141E-2,2.510716926E-1,-7.306973040E-2,2.635798587E-1
2.795412454E1,-7.062335587E-2,2.045954278E-1,-9.595046997E-2,2.367560774E-1
2.796415154E1,-5.649366203E-3,1.779139250E-1,-5.237994254E-2,1.855503663E-1
2.797417954E1,9.046072019E-2,1.528028747E-1,-1.270658433E-2,1.780261714E-1
2.798420654E1,-5.584924633E-2,8.843350880E-2,-9.352972269E-2,1.403119126E-1
2.799423454E1,-5.511441121E-2,4.487489507E-2,-1.253993869E-2,7.217066296E-2
2.800426154E1,-2.508684379E-2,4.584896810E-2,-3.482250810E-2,6.280194804E-2
2.801428854E1,1.269571788E-2,1.012803532E-2,-8.001446843E-2,8.164602569E-2
2.802431654E1,4.103253891E-2,1.875085115E-2,-9.498100162E-2,1.051506269E-1
2.803434354E1,-7.796315555E-2,-7.549486309E-3,-7.327028990E-2,1.072556933E-1
2.804437154E1,-9.290430816E-3,-2.635932125E-2,-7.864563525E-2,8.346413520E-2
2.805439854E1,4.859229896E-2,-1.197482722E-1,-8.911682904E-2,1.569798377E-1
2.806442654E1,-9.288317596E-2,-1.251596145E-1,-6.591449261E-2,1.692245071E-1
2.807445354E1,-1.294551070E-1,-1.080749274E-1,-8.762052655E-2,1.900425514E-1
2.808448054E1,-2.153125245E-3,-1.392359456E-1,-8.477468669E-2,1.630277032E-1
2.809450854E1,7.828066849E-2,-1.640799975E-1,-4.300393224E-2,1.868139364E-1
2.810453554E1,3.866468152E-2,-1.669386647E-1,-9.122124195E-2,1.941257076E-1
2.811456354E1,-8.224026589E-2,-2.899583810E-1,-3.133873701E-2,3.030205281E-1
2.812459054E1,-1.049203637E-1,-2.987183506E-1,-8.493139207E-2,3.278021920E-1
2.813461754E1,-2.764316424E-2,-3.046363175E-1,-1.833335996E-2,3.064368492E-1
2.814464554E1,1.475878892E-1,-2.855952983E-1,-8.156865835E-3,3.215795297E-1
2.815467254E1,6.453855597E-2,-3.137839575E-1,-4.558547795E-2,3.235794076E-1
2.816470054E1,-1.183159602E-1,-3.930595206E-1,-8.624643087E-3,4.105713551E-1
2.817472754E1,-4.525604216E-2,-3.832974114E-1,-3.318411827E-2,3.873837898E-1
2.818475554E1,3.705704211E-2,-3.839023789E-1,-8.947526336E-2,3.959293923E-1
2.819478229E1,-9.601678562E-3,-4.116321048E-1,-5.236766338E-2,4.150609041E-1
2.820480929E1,-3.983213752E-2,-4.688066180E-1,-5.326638043E-2,4.735013744E-1
2.821483729E1,-1.557341593E-2,-4.466302121E-1,-1.435392040E-1,4.693874526E-1
2.822486429E1,-5.483443465E-4,-4.076294664E-1,3.600130677E-3,4.076457328E-1
2.823489229E1,-8.617059980E-3,-4.371140879E-1,-2.514887452E-2,4.379217344E-1
2.824491929E1,-2.933085797E-2,-4.208670875E-1,-9.402790546E-2,4.322391139E-1
2.825494629E1,-1.731746448E-2,-3.869312732E-1,-2.488633454E-2,3.881172946E-1
2.826497429E1,-3.280004757E-3,-4.072352544E-1,-6.696055949E-2,4.127166430E-1
2.827500129E1,6.518198495E-3,-4.383561461E-1,-6.412582934E-2,4.430696556E-1
2.828502929E1,1.844288676E-2,-4.250785081E-1,-3.120892882E-2,4.266214661E-1
2.829505629E1,1.992640417E-2,-3.485452526E-1,-6.460880935E-2,3.550424664E-1
2.830508329E1,-6.754090478E-2,-3.702493862E-1,-2.781111181E-2,3.773855319E-1
2.831511129E1,2.006589909E-2,-3.473224901E-1,-1.452448368E-2,3.482047000E-1
2.832513829E1,9.407185094E-2,-3.089233864E-1,-5.947027624E-2,3.283593848E-1
2.833516629E1,-2.946021392E-2,-3.128120041E-1,-1.470551348E-1,3.469070002E-1
2.834519329E1,-9.035653926E-2,-2.940710932E-1,-1.012603265E-1,3.238761581E-1
2.835522129E1,1.405004951E-2,-2.628246691E-1,2.865428030E-2,2.647551291E-1
2.836524829E1,3.726242785E-2,-2.196398386E-1,-7.555070400E-2,2.352404220E-1
2.837527529E1,-7.953749095E-2,-1.201933915E-1,-1.249678624E-1,1.907606628E-1
2.838530329E1,-8.926564981E-2,-2.004056420E-2,2.500269413E-2,9.484258096E-2
2.839533029E1,-3.929153959E-2,-3.282864410E-2,2.947990716E-2,5.908138356E-2
